title,categories,disposals,description,warnings
Wurfzelt,,"Wertstoffhof,Deponie",Alte Wurfzelte können kostenfrei auf den Wertstoffhöfen und Deponien über den Sperrabfallcontainer entsorgt werden.,
WPC (Wood-Plastic-Composites),Sperrabfall,"Wertstoffhof,Sperrabfallabholung,Deponie","WPC kann auf den Wertstoffhöfen und Deponie der Region Hannover entsorgt werden. Bis zu 1m³ (aus Privathaushalten) Ihres WPC können Sie täglich dort im Sperrabfallcontainer entsorgen.Bis zu 5 m³ WPC können Sie auch kostenlos über die Sperrabfallabholung abholen lassen, dabei sollten die WPC-Platten/ Hölzer eine Länge 2 m und eine Gewischt von max. 75 kg nicht überschreiten. Bitte vereinbaren Sie einen Termin - online oder telefonisch. Wichtig: Bitte bündeln Sie mehrere WPC Platten/ Hölzer mit etwas Schnur zu handlichen Paketen.",
Windeln,Restabfall,Restabfalltonne,"Nach dem Aussortieren von Wertstoffen (z.B. Papier oder Glas), Bio-, Bau- (z. B. Steine) und Sonderabfällen bleibt noch der so genannte Restabfall, der in die Restabfalltonne gehört, wie z. B. Asche, Essensreste, Brot- und Kuchenreste, Fleisch- und Fischreste, Glühlampen, Kehricht usw. übrig. Zur Grillzeit gehört Grillkohle (vollständig ausgeglüht), Schaschlikspieße, Streichhölzer, Feuerzeuge (wenn sie leer sind) und Servietten in die Restabfalltonne.Wenn gelegentlich mehr Abfall anfällt, können Sie beim Wertstoffhof oder online einen Zusatzsack kaufen. Stellen Sie diesen am Leerungstag einfach zu dem Restabfallbehälter - wir nehmen ihn mit.",
Wildkräuter,,"Wertstoffhof,Biotonne,Deponie","Kräuter zählen zum Grünabfall. Grünabfall wird im Bioabfallkompostwerk von aha zu hochwertigem RAL-gütegesichertem Kompost verarbeitet. Die Annahme erfolgt über die Biotonne oder die Biosäcke. Bei nachgewiesener Eigenkompostierung, kann es auch auf dem eigenen Grundstück verwertet werden. Die Annahmebedingungen sind abhängig von der Art des Grünabfalls.Grünabfälle sind z.B.:In die Biotonne können zusätzlich folgende Bioabfälle gegeben werden:Bei einer Vermischung der Grün- und Bioabfälle könne diese nur über die zuvor genannten Behältnisse oder aber per Anlieferung auf einer der drei aha-Deponien gegen Gebühr angeliefert werden.",
Wohnwagen,,,"Die Entsorgung von Wohnwagen erfolgt über die Autoverwertung oder den Schrotthandel, siehe &lt;link http: www.gelbeseiten.de einen externen link in einem neuen&gt;Gelbe Seiten.",
wiederverwendbare Kaffeebecher,,Restabfalltonne,Ausgediente Recupbecher können bei den jeweiligen Tauschstellen zurückgegeben werden oder bei starken Beschädigungen oder Verschmutzungen über die Restabfalltonne entsorgt werden.,
Whirlpool,,,"Whirlpools zählen zu den nicht haushaltsüblichen Elektrogroßgeräten. Sie können über nur die Deponien Kohlenfeld und Burgdorf kostenpflichtig entsorgt werden. Bitte erkundigen Sie sich vor der Abgabe telefonisch, ob der Whirlpool zerlegt werden muss oder im ganzen angeliefert werden kann.",
Welldachplatten,,Deponie,"Welldachpappe aus Privathaushalten wird auf den Wertstoffhöfen bis zu einer Menge 1 m³ pro Tag kostenlos angenommen, vorausgesetzt es liegt ein Nachweis vor, dass das Material teerfrei ist. Wenn kein Nachweis vorliegt bzw. die Dachpappe teerhaltig ist, dann werden aus Privathaushalten Mengen bis zu 1m³ kostenlos in Hannover-Lahe angenommen. Mengen größer 1 m³ aus Privathaushalten werden gegen Gebühr in Hannover-Lahe angenommen.",
Welldacheternit,,Deponie Hannover Lahe,Welldacheternit ist meist asbesthaltig uns zählt so zur Gruppe der gefährlichen Abfälle (Sonderabfall). Bis zu 16 kg luftdicht verpacktes Asbest wird auf der Deponie Hannover gebührenfrei entgegengenommen. Bitte melden Sie Ihre Anlieferung unbedingt vorher telefonisch an: 0511 9911- 678 29.,
Weißblech,Leichtverpackungen,Gelbe Tonne,"Leichtverpackungen (LVP) sind Verkaufsverpackungen aus Kunststoffen, Metallen oder Materialverbunden. Zu den Leichtverpackungen gehören z. B. Joghurtbecher, Kunststoffflaschen und -folien. Leichtverpackungen werden im Stadtgebiet von Hannover und in der Region Hannover in der kostenfreien gelben Tonne gesammelt, anschließend sortiert und einer Verwertung zugeführt.Wichtiger Hinweis: Die Firma Remondis ist für die Leerung der gelben Tonne im Regionsgebiet zuständig und nicht aha. ",
Weinkühlschrank,,"Wertstoffhof,Deponie Hannover Lahe","Kühlschränke können Sie auf den Deponien in Hannover (Lahe), Burgdorf und Kolenfeld sowie auf den Wertstoffhöfen Schörlingstraße (Hannover), Bissendorf und Sehnde abgegeben (max. 2 Großgeräte pro Tag) oder über die kostenpflichtige Elektronikabholung direkt vor Ihrer Haustür abholen lassen.Hierfür müssen Sie zuerst einen Termin beim aha-Service unter der Tel: 0800 999 11 99 anmelden, hier kann dann auch eine Zahlung auf Rechnung vereinbart werden. Nach Terminabsprache holt aha dann das Großgeräte vor Ihrem Grundstück ab. Bitte stellen Sie das Gerät in kürzester Entfernung zum Fahrbahnrand bzw. zum nächstmöglichen Halteplatz des Entsorgungsfahrzeuges ab und befestigen Sie die kostenpflichtige Plakette an dem Gerät. Diese erhalten Sie auf den Wertstoffhöfen und bei vielen Bürgerbüros.Bitte leeren Sie Ihr Gerät vor Abgabe oder Abholung völlig (Lebensmittel und Getränke entfernen), da diese sonst nicht abgegeben oder abgeholt werden können.Side by Side Kühlschränke können leider auf Grund Ihres Gewichtes nicht vor Ihrer Haustür abgeholt werden. Bitte bringen Sie diese auf die o.g. Deponien oder Wertstoffhöfe.",
Weihnachtskugeln,Restabfall,Restabfalltonne,"Nach dem Aussortieren von Wertstoffen (z.B. Papier oder Glas), Bio-, Bau- (z. B. Steine) und Sonderabfällen bleibt noch der so genannte Restabfall, der in die Restabfalltonne gehört, wie z. B. Asche, Essensreste, Brot- und Kuchenreste, Fleisch- und Fischreste, Glühlampen, Kehricht usw. übrig. Zur Grillzeit gehört Grillkohle (vollständig ausgeglüht), Schaschlikspieße, Streichhölzer, Feuerzeuge (wenn sie leer sind) und Servietten in die Restabfalltonne.Wenn gelegentlich mehr Abfall anfällt, können Sie beim Wertstoffhof oder online einen Zusatzsack kaufen. Stellen Sie diesen am Leerungstag einfach zu dem Restabfallbehälter - wir nehmen ihn mit.",
Weinflaschen,Wertstoff,"Wertstoffhof,Wertstoffinsel","Einwegflaschen gehören in die Glassammlung. Wein gibt es auch in Mehrwegflaschen. Man erkennt sie an einem Sternenkranz am Flaschenhals. Viele Weinläden befüllen Flaschen wieder.Der Wertstoffhof der ""Werk-statt-Schule"" in Hannover nimmt Einwegweinflaschen von inländischen Erzeugern entgegen und leitet sie zum Wiederbefüllen weiter.Werk-statt-Schule e.V. Recycling-Projekt Nordstadt Kniestr. 9-10 30167 Hannover Öffnungszeiten: Montag, Dienstag und Donnerstag von 12.00 - 18.00 Uhr Mittwoch 10.00 - 18.00 Uhr Freitag 9.00 - 17.00 Uhr jeden 2. und 4. Samstag im Monat von 10.00 - 13.00 Uhr.",
Wedi®-Bauplatten,,Wertstoffhof, Die blauen Wedi®-Platten aus extrudiertem Polystyrol-Hartschaum (für Innenausbau/Feuchtraumausbau) aus privaten Haushalten werden bis zu einer Menge von maximal 1m³ pro Tag an unseren Wertstoffhöfen angenommen. Größere Mengen der Platten von privat werden nur an den drei Deponie-Standorten gegen Gebühr angenommen.,
Wasserlöscher,,"Wertstoffhof,Deponie","Feuerlöscher werden nach Vorlage des Kaufbeleges vom Fachhandel zurückgenommen. Sollte dieser nicht mehr vorliegen, können bis zu zwei Feuerlöschern täglich auf den Wertstoffhöfen oder den Deponien der Region Hannover abgegeben werden.",
Waschmaschine,Elektrogeräte,"Wertstoffhof,Deponie,Deponie Hannover Lahe","Abgabe von Elektrogeräten:Elektrogeräte können entweder kostenfrei selbst auf unseren Wertstoffhöfen angeliefert werden, hierbei ist zu beachten das Großgeräte mit einer Kantenlänge über 50 cm (bei Kühlschränken handelt es sich immer um Großgeräte) nur noch auf den Deponien in Hannover (Lahe), Burgdorf und Kolenfeld sowie auf den Wertstoffhöfen Schörlingstraße (Hannover), Bissendorf und Sehnde abgegeben werden können (max. 2 Großgeräte pro Tag).Elektro-Kleingeräte, Fernseher und Monitore können Sie weiterhin auf allen Wertstoffhöfen entsorgen.Alternativ können die Großgeräte gegen eine Gebühr von 23,00 € je Gerät vom Straßenrand zu einem Elektroschrott Termin abgefahren werden. Die Abfuhr erfolgt für haushaltsübliche Geräte bis ca. 75kgDie Bezahlung erfolgt über eine Wertmarke die Sie auf unseren Wertstoffhöfen oder Bürgerbüros erwerben können oder per Rechnung.Bitte stellen Sie das Gerät in kürzester Entfernung zum Fahrbahnrand bzw. zum nächstmöglichen Halteplatz des Entsorgungsfahrzeuges ab.Unser Handzettel für die Elektrogeräte  ",
Wasserbett,,,"Alte entleere Wasserbetten ohne Elektronik können Sie zur Entsorgung bei der kostenlosen Sperrabfallabfuhr anmelden oder auf den Wertstoffhöfen und Deponien der Region Hannover kostenlos entsorgen.Bei Wasserbetten mit Heizfunktion können die Heizungsstäbe über die kostenpflichtige Elektronikabfuhr direkt zur Abholung von zu Hause angemeldet werden, weiterhin besteht die Möglichkeit das gesamte Wasserbett (ohne Flüssigkeit) mit Heizung kostenpflichtig auf den Deponien Kolenfeld und Burgdorf zu entsorgen.",
Wasser-Wasser-Wärmepumpe,,Deponie,"Wasser-Wasser-Wärmepumpen werden nur auf den Deponien in Hannover (Lahe), Burgdorf und Kolenfeld als Elektrogroßgeräte angenommen.",
Wärmepumpe,,,"Eine Wärmepumpe gilt als fester Bestandteil einer Anlage und sollte nur durch einen Fachbetrieb ausgetauscht werden. Sie gilt nach dem Elektro- und Elektronikgerätegesetz nicht als Elektogerät.Eine kostenlose Abgabe bei aha als Metallschrott ist nur möglich, wenn zuvor das Kältemittel fachgerecht entsorgt wurde.",
Warmwasserspeicher,,,Warmwasserspeicher gelten als fester Bestandteil einer Anlage und sollten nur durch einen Fachbetrieb ausgetauscht werden. Sie gelten nach dem Elektro- und Elektronikgerätegesetz nicht als Elektogerät. Bitte lassen Sie dies auch über einen Fachbetrieb entsorgen.,
Waschbetonplatten,,"Wertstoffhof,Deponie","Täglich können Sie bis zu 1m³ (haushaltsübliche Mengen/ Gesamtmenge) Ihrer Waschbetonplatten über den Bauschuttcontainer auf den Wertstoffhöfen und Deponien der Region Hannover entsorgt werden. Größere Mengen können nur in Kleinmengenanlieferungen (Handablader) kostenpflichtig auf der Deponie Hannover-Lahe abgegeben werden. Der Abfall muss in bereitgestellte Bauschuttmulden geschaufelt werden. Es besteht keine Möglichkeit, den Abfall abzukippen.",
"Wärmedämmplatten, HBCD-belastet",,Deponie Hannover Lahe,"Wärmedämmplatten an oder in Gebäuden, die aus Polystyrol, Styropor oder sonstigen Hartschaumkunststoffen bestehen, können mit dem Brandhemmer Hexabromcyclododecan (kurz: HBCD) belastet sein. Bei einer Belastung &gt; 1000 mg/kg ist das Material thermisch zu behandeln, um das HBCD zu zerstören. Ohne eine entsprechende Analyse kann allerdings nicht festgestellt werden, ob das Material belastet ist oder nicht. Aus dem Grund muss zwingend eine Separierung dieses Materials vorgenommen werden. Aus Gründen des erforderlichen, umfangreichen logistischen Aufwands können deshalb derartige Wärmedämmplatten nur und ausschließlich im Rahmen der 1m³-Regelung/Tag von Privatpersonen kostenfrei auf der Deponie Hannover in Lahe angenommen werden. Gewerbliche Anfragen richten Sie bitte an unseren Vertrieb unter 0511/9911-47899 oder vertrieb@aha-region.de",
Walnüsse,,"Wertstoffhof,Biotonne,Deponie,Deponie Hannover Lahe","Walnüsse sind ein klassischer Grünabfall. Walnüsse können in der Biotonne entsorgt werden. Darüber hinaus kann bis zu 1m³ Grünabfall aus dem Privathaushalt in einer Anlieferung pro Kalendertag kostenlos auf den Wertstoffhöfen oder Deponien entsorgt werden. Wenn gelegentlich mehr zu entsorgen ist, kann es kostenpflichtig im Kompostwerk der Deponien angeliefert werden.https://www.aha-region.de/entsorgung-und-recycling/abfallbehandlung-und-deponien",
Wandfarben,"Sonderabfall,Restabfall,Wertstoff","Wertstoffhof,Deponie Hannover - Sonderabfallannahmestelle","Binderfarben sind wasserlöslich und zählen nicht zu den gefährlichen Abfällen, verursachen uneingedickt allerding böse Flecken. Eingetrocknete oder eingedickte (mit Sand, Gips oder Sägespäne vermischte Binderfarbe) können dem Restabfall über die Restabfalltonne zugeführt werden.Flüssige Binderfarben geben Sie bitte an den Wertstoffhöfen der Region Hannover oder der Deponie Hannover im Sonderabfallzwischenlager ab.",
Walnussbaumlaub,,"Biotonne,Deponie,Deponie Hannover Lahe","Walnussbaumlaub ist ein klassischer Grünabfall. Walnussbaumlaub kann in der Biotonne entsorgen werden. Darüber hinaus kann bis zu 1m³ Grünabfall aus dem Privathaushalt in einer Anlieferung pro Kalendertag kostenlos auf den Wertstoffhöfen oder Deponien entsorgt werden.Wenn gelegentlich mehr zu entsorgen ist, kann es kostenpflichtig im Kompostwerk der Deponien angeliefert werden. Zwischen dem 15. Oktober und 15. Dezember können zusätzlich Laubsäcke gekauft und bereitgestellt werden. Einzelne Laubsäcke können auf den Deponien und Wertstoffhöfen erworben werden oder hier kostenpflichtig (Mindestabnahme 5 Stück) online bestellt werden. Wichtiger Hinweis: Laubsäcke werden nur in dem Zeitraum vom 15. Oktober bis 15. Dezember mit abgefahren.https://www.aha-region.de/entsorgung-und-recycling/abfallbehandlung-und-deponien ",
Waffen / Schusswaffen,,,"Waffen wie Schwerter oder Schusswaffen unterliegen den Waffenschutzgesetz, sie werden weder auf den Wertstoffhöfen noch auf den Deponien der Region Hannover angenommen.Bitte wenden Sie sich bezüglich der Entsorgung an die zuständige Polizeidienststelle und geben Sie Ihre Waffen dort ab.Show-Waffen, Schreckschusspistolen, Dekorationsschwerter usw. ( mit abgestumpften Klingen, versiegelten Läufen oder ähnliche veränderte Waffen) werden ebenso wie Waffen weder auf den Wertstoffhöfen noch den drei Deponien der Region Hannover angenommen. Bitte wenden Sie sich bezüglich der Entsorgung von Show-, Deko-, oder Schreckschusswaffen an eine Fachfirma.",
Unkraut,,"Wertstoffhof,Biotonne,Deponie","Bei den Wertstoffhöfen wird dieser Abfall bis zu einer maximalen Länge von 150 cm aus Privathaushalten in einer Anlieferung pro Kalendertag, bis zu einer Gesamtmenge von insgesamt 1 m³ kostenlos angenommen.Wenn gelegentlich mehr Abfall entsteht, kann er im Kompostwerk der Deponien kostenpflichtig angeliefert werden.",
Umverpackung,Leichtverpackungen,Gelbe Tonne,"Umverpackungen sind Folien, Papier, Kartons u.a., die um die eigentliche Verkaufsverpackung herumgewickelt sind. Sie schützen die Verkaufsverpackung und dienen als Werbeträger.Umverpackungen aus Papier oder Karton können kostenfrei über die Papiertonne, die Wertstoffinsel, die Wertstoffhöfe oder die Regionsdeponien entsorgt werden. Umverpackungen aus Folie oder Leichtverpackungen können über die gelbe Tonne entsorgt werden.",
Xylamon,Sonderabfall,"Wertstoffhof,Deponie Hannover - Sonderabfallannahmestelle","Bis zu 30kg (Gesamtmenge/ haushaltsübliche Mengen) Ihrer gefährlichen Abfälle, können Sie täglich kostenlos auf allen Wertstoffhöfen abgeben. Auf den Wertstoffhöfen der Region werden Sonderabfälle in Gebinden bis zu einer Größe von max. 10 Litern entgegengenommen. Größere Mengen oder Gebinde können kostenpflichtig an der Sonderannahmestelle auf der Deponie Hannover Lahe abgeben. Gebinde über 10 Liter sind ebenfalls an der Deponie in Hannover anzuliefern.Bitte beachten Sie die Mengenbegrenzung der einzelnen Abfälle, auf der Preisliste für Sonderabfall.Bitte achten Sie bei dem Transport darauf, die Gebinde gut zu kennzeichnen und auf keinen Fall mit anderen Flüssigkeiten zu vermischen. Am sichersten transportieren Sie Sonderabfälle nur dicht verschlossen in den originalen Behältern (Gebinden) sowie aufrechtstehend (z.B. in einer Wanne, die Behälter aufrecht hält).Wichtig: Nutzen Sie bitte die Abgabezeiten für Gewerbekunden (Mo. bis Do. von 7.00 – 14.00 Uhr und Fr. von 7.00 – 12.00 Uhr), wenn Sie größere Mengen an Sonderabfällen abgeben wollen.",
Ytong®-Steine,,,Für die Entsorgung von Gasbetonsteinen wenden Sie sich bitte an ein Fachfirma.,
Benzinkanister,Sonderabfall,"Wertstoffhof,Deponie Hannover - Sonderabfallannahmestelle",Benzinkanister (leere Gebinde) zählen auf Grund ihrer Restanhaftung zu den gefährlichen Abfällen (Sonderabfall).,
Betongrill/Grillkamin,,,"Betongrills sind nach der Benutzung von innen mit Ruß behaftet, auf Grund dieser Behaftung werden sie weder auf den Wertstoffhöfen noch den Deponien entgegengenommen.Bitte wenden Sie sich für die Entsorgung von Betongrills an eine externe Firma aus dem Branchenbuch/-verzeichnis oder dem Internet.",
Baustellenabfälle,,Deponie,"Kleinere Mengen Baustellenabfälle aus privaten Haushalten, wie z.B. Fußbodenbeläge (asbestfrei), Dämmungen, Mineralfaserabfälle, Gipskarton, Teppichreste, Baukunststoffe, Plastikrohre, Dachbahnen (nachweislich teerfrei) usw., können Sie bis 1m³ kostenlos nur auf den Wertstoffhöfen der Deponien abgeben. Der Abfall muss sortiert nach den einzelnen Fraktionen angeliefert werden. Größere Mengen nehmen wir gegen Gebühr auf den Deponien Hannover-Lahe und Kolenfeld an.Dämmstoffe, HBCD belastet, sowie teerhaltige Dachpappe werden nur auf der Deponie Hannover-Lahe angenommen.Tapetenreste und verschmutzte Malerfolien gehören in den Restabfall. Sollte der Restabfallbehälter nicht ausreichen, können Zusatzsäcke gegen eine Gebühr an den Wertstoffhöfen erworben werden. Diese Säcke werden bei der Restabfallabfuhr mitgenommen. Auch unverbrauchte Tapetenreste können nicht wiederverwertet werden und gehören deshalb ebenfalls in den Restabfall. ",
Benzinfeuerzeug,Sonderabfall,"Wertstoffhof,Deponie Hannover - Sonderabfallannahmestelle","Ein entleertes Feuerzeug gehört in den Restabfall. Ein nicht entleertes Feuerzeug bitte als Sonderabfall abgeben.Übergabestellen für gefährliche Abfälle bei aha Bis zu 30 kg Ihrer gefährlichen Abfälle können Sie entgeltfrei auf den Wertstoffhöfen der Region Hannover abgeben. Dort sind entsprechende Sammelstellen eingerichtet. Des Weiteren besteht die Möglichkeit, die gefährlichen Abfälle an der Sonderabfallannahmestelle der Deponie Hannover abzugeben.",
Behandeltes Holz,,"Deponie,Deponie Hannover Lahe",Bis zu 1 m³ (Gesamtmenge/ haushaltsübliche Mengen) ihrer behandelten Holzabfälle täglich können Sie kostenlos auf den Deponien Lahe und Kolenfeld der Region Hannover abgeben. Größere Mengen können Sie ebenfalls kostenpflichtig dort abgeben. Bitte beachten Sie hierzu die Preisliste für die Deponieanlieferung. Die Annahmebedingungen unserer Deponien und Wertstoffhöfe finden Sie hier (Deponien) und hier (Wertstoffhöfe).,
Benzin,Sonderabfall,"Wertstoffhof,Deponie Hannover - Sonderabfallannahmestelle","Bis zu 30kg (Gesamtmenge/ haushaltsübliche Mengen) Ihrer gefährlichen Abfälle, können Sie täglich kostenlos auf allen Wertstoffhöfen abgeben. Auf den Wertstoffhöfen der Region werden Sonderabfälle in Gebinden bis zu einer Größe von max. 10 Litern entgegengenommen. Größere Mengen oder Gebinde können kostenpflichtig an der Sonderannahmestelle auf der Deponie Hannover Lahe abgeben. Gebinde über 10 Liter sind ebenfalls an der Deponie in Hannover anzuliefern.Bitte beachten Sie die Mengenbegrenzung der einzelnen Abfälle, auf der Preisliste für Sonderabfall.Bitte achten Sie bei dem Transport darauf, die Gebinde gut zu kennzeichnen und auf keinen Fall mit anderen Flüssigkeiten zu vermischen. Am sichersten transportieren Sie Sonderabfälle nur dicht verschlossen in den originalen Behältern (Gebinden) sowie aufrechtstehend (z.B. in einer Wanne, die Behälter aufrecht hält).Wichtig: Nutzen Sie bitte die Abgabezeiten für Gewerbekunden (Mo. bis Do. von 7.00 – 14.00 Uhr und Fr. von 7.00 – 12.00 Uhr), wenn Sie größere Mengen an Sonderabfällen abgeben wollen.",
Beton,Wertstoff,Wertstoffhof,Die Anlieferungen aus Privathaushalten müssen sortenrein und frei von anderen mineralischen Abfällen sein.,
Bauschutt,Wertstoff,"Wertstoffhof,Deponie Hannover Lahe","Ausschließlich aus Privathaushalten wird Bauschutt (mineralische Abfälle wie z. B. Ziegel, Steine, Fliesen, Mörtel, Sanitärkeramik und auch Porzellan, Tontöpfe) bis zur Menge von 150 Liter pro Tag an den Wertstoffhöfen kostenlos angenommen.Größere Mengen Bauschutt (mehr als 150 Liter) aus Privathaushalten, die nicht verwertbar sind wie z.b. Bauschutt verunreinigt mit Boden oder Mineral, können kostenpflichtig auf der Deponie Lahe abgegeben werden. Siehe Gebührengruppe C. Wichtig: Der angelieferte Bauschutt muss eigenhändig abgeladen werden.Größere Mengen Bauschutt (mehr als 150 Liter) aus Privathaushalten, die verwertbar sind, können nicht angenommen werden. Dieser ist einer Verwertungsanlage zuzuführen.Der Bauschutt aus Privathaushalten darf keine Verunreinigungen wie z.B. Gasbetonsteine, Bimssteine, usw. enthalten. Ebenfalls dürfen keine wassergefährdenden Stoffe, Teerprodukte, asbesthaltige Materialien oder andere Sonderabfälle den Bauschutt verunreinigen wie z.B. Schornsteinabbruch. Belasteter Bauschutt wird nicht angenommen.Bauschutt von Gewerbe wird nicht angenommen!",
Baumnadeln,Grüngut,"Wertstoffhof,Biotonne",Bamnadeln sind Grünabfälle. Grünabfälle sind zum Beispiel:Sammeln Sie Grünabfälle in der Biotonne. Besser noch: Sie kompostieren alle anfallenden kompostierbaren Abfälle auf Ihrem Grundstück. &lt;link 25&gt;Infos zum Kompostieren&lt;/link&gt;,
"Baumstümpfe, -stubben",,Deponie,"Bis zu 1m ³ Ihrer Rodungsmaterialen wie Wurzelballen, Stammhölzer oder Stubben (mit einem Durchmesser über 15cm) können kostenlos auf den drei Deponien der Region Hannover abgegeben werden. Eine Annahme von Rodungsmaterialien auf den Wertstoffhöfen ist nicht möglich. Kleineres Wurzelmaterial können Sie über die kostenlose Grünabfallabgabestelle auf den Deponien entsorgen. Sollten Sie einmal eine größere Menge an Wurzelballen als 1 m³ entsorgen wollen, können Sie diese kostenpflichtig auf unseren Deponien anliefern.",
"Baum-, Strauch- und Heckenschnitt",,"Wertstoffhof,Biotonne,Grüngutannahmestellen,Deponie","Bei den Wertstoffhöfen und Grüngutannahmestellen werden Baum-, Strauch- und Heckenschnitt (bis 15 cm Astdurchmesser und einer maximalen Länge von 150 cm) aus Privathaushalten in einer Anlieferung pro Kalendertag bis zu einer Gesamtmenge von insgesamt 1 m³ kostenlos angenommen.Wenn gelegentlich mehr Abfall entsteht, kann er im Kompostwerk der Deponien kostenpflichtig angeliefert werden. ",
Batterien,Sonderabfall,"Wertstoffhof,Deponie Hannover - Sonderabfallannahmestelle","Gültig ab dem 01.01.2026 Batteriekategorie Gerätebatterien und -akkus (bis zu einer Größe von 500g je Stück)aha nimmt Gerätebatterien, z. B. aus Taschenlampen, Uhren, Radios usw. in haushaltsüblichen Kleinmengen an. Diese Batterien können Sie täglich kostenlos auf den Wertstoffhöfen der Region Hannover, den Wertstoffhöfen auf den Deponien in Burgdorf und Kolenfeld oder im Sonderabfallzwischenlager der Deponie Hannover abgeben. Diese Batterien werden auch im Fachhandel zurückgenommen. Hinweis: Bitte kleben Sie vor der Abgabe die beiden Pole der lithiumhaltigen Batterien mit Klebestreifen ab. Es werden nur lithiumhaltige Batterien angenommen, bei denen durch das Abkleben beider Pole mit einem Klebestreifen die Auslösung eines Brandes verringert wird. Batteriekategorie Gerätebatterien und -akkus (über 500g bis 5 kg je Stück) und LV- Batterien (bis 25kg je Stück)Ausgediente Akkus aus Geräten und leichten Verkehrsmitteln (LV), von E-Bikes, E-Scootern und Motorrädern, werden nur auf der Deponie Hannover im Sonderabfallzwischenlager Lahe entgegengenommen.Diese Batterien müssen auch im Fachhandel zurückgenommen werden. Hinweis: Bitte kleben Sie vor der Abgabe die beiden Pole der Batterien mit Klebestreifen ab. Es werden nur Batterien angenommen, bei denen durch das Abkleben beider Pole mit einem Klebestreifen die Auslösung eines Brandes verringert wird.  Batteriekategorie StarterbatterienNur Starterbatterien auf Bleibasis von PKW, LKW sowie Motorrädern können Sie kostenlos auf den Wertstoffhöfen der Region Hannover oder der Deponie Hannover im Sonderabfallzwischenlager abgeben.Diese Batterien müssen auch im Fachhandel zurückgenommen werden.Insbesondere lithiumhaltige Starterbatterien können weder auf den Wertstoffhöfen der Region Hannover noch der Deponie Hannover im Sonderabfallzwischenlager abgegeben werden. Bitte geben Sie diese an den Fachhandel zurück. Batteriekategorien Elektrofahrzeugbatterien und IndustriebatterienIndustrie- und Elektrofahrzeugbatterien werden von aha nicht angenommen. Bitte geben Sie diese an den Fachhandel zurück. Dazu gehören auch Gerätebatterien größer 5kg je Stück und LV-Batterien größer 25kg je Stück, wenn es sich nicht um eine Starterbatterie handelt.  ",
Bau- und Abbruchholz,,Wertstoffhof,"Bau- und Abburchholz:d.h. Holzabfälle ohne Störstoffe (keine Metalle, Kunststoffe, Glas), keine Holzabfälle mit schädlichen VerunreinigungenundHolzabfälle mit schädlichen Verunreinigungenz.B. Bahnschwellen, Leitungsmasten, Jägerzäune, Fenster, Außentüren und sonstige Hölzer aus dem Außenbereich (Annahme nur auf der Depoie Hannover in Lahe)Bis zu 1 m³ (Gesamtmenge/ haushaltsübliche Mengen) Ihrer Holzabfälle können Sie täglich kostenlos auf den Wertstoffhöfen der Region Hannover abgeben. Größere Mengen können Sie kostenpflichtig an den Deponien der Region Hannover abgeben. Bitte beachten Sie hierzu die Preisliste für die Deponieanlieferung. Die Annahmebedingungen unserer Deponien und Wertstoffhöfe finden Sie hier (Deponien) und hier (Wertstoffhöfe).Verdreckte Holzabfälle aus Hühnerställen, Hühner-/ oder Taubenverschlägen werden auf Grund ihrer Verschmutzung durch Tierfäkalien weder auf den Wertstoffhöfen noch auf den drei Regionsdeponien angenommen. Bitte wenden Sie sich für die Entsorgung solcher Materialien an eine Fachfirma. ",
Autoteile,,,"Altfahrzeuge, Fahrzeugwracks, und Fahrzeugteile werden von zertifizierten Verwertungsbetrieben angenommen und einer Verwertung zugeführt (siehe www.gelbeseiten.de). Sie werden nicht an den Wertstoffhöfen von aha angenommen; auch bei der Sperrabfallsammlung werden sie nicht mitgenommen.In zertifizierten Verwertungsbetrieben wird Ihnen ein Verwertungsnachweis für Ihr Altfahrzeug ausgehändigt; verlangen Sie diesen unbedingt! In den Fachbetrieben werden aus diesen Fahrzeugen die Betriebsflüssigkeiten entfernt und einer fachgerechten Aufbereitung (z.B. Öle aller Art) oder Entsorgung zugeführt. Zusätzlich werden aus den Fahrzeugen die weiter einsetzbaren Ersatzteile demontiert und dem Markt zur weiteren Nutzung als kostengünstige Ersatzteile erhalten. Kabel, Metalle u.a. werden der Wiederverwertung zugeführt. Der nicht mehr nutzbare Rest des Fahrzeuges wird ordnungsgemäß entsorgt.Über unser Formular können Sie Fahrzeuge ohne Zulassung oder Fahrzeugwracks, die im öffentlichen Straßenraum stehen, melden.Im Umland wenden Sie sich bitte an die entsprechende Stadt- oder Gemeindeverwaltung, bzw. an die Region Hannover.",
